"","rid","pid","GNIS_NA","HUC6","STATE","OBSPRED","TAILWAT","ELEV","CANOPY","SLOPE","PRECIP","CUMDRAI","Y_COORD","NLCD11P","BFI","temp","S30_204","S32_208","RepeatID","Yrange","size","F_BFI_H","barrier","length","numSpE","rchChng","NativNt","pNat","pComm","prsGlcE","prsGlcL","pisc","nClnzSp","FHMN","LNDC","CRCH","PKF","SDSH","LNSU","WSU","EB","CMSH","STR","JDT","BRSB","SMB","GSUN","CARP","YP","LL","PTMN","RB","LMB","MWF","NRBDC","LKCH","BRMN","IOWA","BLBH","NP","WSMN","PLMN","SCAT","SHRH","NPDC","WHCR","RKB","GSH","FHCH","SGR","WE","RCSU","PUMP","CCAT","RMCOT","PLSU","WS_PLMN","GE","ONC","SPSH","SPDC","MTSU","RMCT","RSSH","COLCOT","EMSH","HYBOG","BMSH","BHSU","FMSU","FMxWSU","DRUM","SMBUF","BMBUF","ODT","BLCR","FSDC","HHCH","GDF","BG","RDSH","GAM","GZS","TGT","YLBH","STCH","GILA","LING","QBK","SPK","LSCH","WCT","RTCH","SSTRG","LWF","WBS","SFCH","PSTRG","BSU","CIS","PF","GR","SMMN","BHxWSU","KOK","LT","snapdst","PU","rGlac","rPeri","rPela","rMont","ratio","snapdist","upDist","afvArea","locID","netID","netgeom","MOTCOT","pelagics_all","Turnover","geometry"
"202",4742,202,"Grace Coolidge Creek","1.012","South Dakota",130942,0,1324.29,35.24,0.01388535,538.91,45.02,1569349.95,0.201927,57,18.28,19.08,19.73,288,22,1.13661783,0.11167036,0,33.019,4,1,0,0.999,0.999,0.999,0.999,0,1,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014272602063113,"CHEY",0.999,0.999,NA,NA,0.806766453284044,1.16415321826935e-10,371614.597560492,0.00620676282971916,200,7,"SNETWORK (7 4742 371614.597560492 0.806766453284044 202 200)",0,NA,0.2,c(-592597.040267131, 2332460.13748528)
"203",4785,203,"French Creek","1.012","South Dakota",129065,0,1170.21,48.12,0.02315093,502.16,275.54,1563187.17,0.224072,57,20.16,21.01,21.69,291,25,7.93038588,0.11407983,0,110.873,7,-3,-1,0.75,0.571428571428571,0.666666666666667,0.999,1,0,0,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.044814595888918,"CHEY",0.666666666666667,0.999,NA,NA,0.52827076274387,0,357610.038688994,0.0150725054271545,201,7,"SNETWORK (7 4785 357610.038688994 0.52827076274387 203 201)",0,NA,0.428571428571429,c(-590673.098600001, 2325804.48139999)
"204",4786,204,"French Creek","1.012","South Dakota",128664,0,1478.41,35.49,0.01100733,536.83,264.7,1561953.11,0.233241,60,18.15,18.95,19.59,293,26,7.69783065,0.11363715,0,110.873,5,-1,-1,0.75,0.8,0.666666666666667,0.999,1,0,0,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015391198426414,"CHEY",0.666666666666667,0.999,NA,NA,0.98125231753886,0,381729.668004471,0.0150725054271545,202,7,"SNETWORK (7 4786 381729.668004471 0.98125231753886 204 202)",0,NA,0.2,c(-600369.429951241, 2326512.19819373)
"205",4786,205,"French Creek","1.012","South Dakota",128664,0,1478.41,35.49,0.01100733,536.83,264.7,1561953.11,0.233241,60,18.15,18.95,19.59,294,24,7.69783065,0.11363715,0,110.873,6,1,-1,0.8,0.833333333333333,0.75,0.999,1,2,0,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007016984974882,"CHEY",0.75,0.999,NA,NA,0.985617023506854,0,381826.638401133,0.0150725054271545,203,7,"SNETWORK (7 4786 381826.638401133 0.985617023506854 205 203)",0,NA,0.375,c(-600394.203276254, 2326604.93103093)
"206",4786,206,"French Creek","1.012","South Dakota",128677,0,1364.7,40.57,0.01100733,536.83,264.7,1563690.49,0.233241,59,18.7,19.51,20.17,292,25,7.69783065,0.11363715,0,110.873,5,-1,-1,0.75,0.8,0.666666666666667,0.999,1,0,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.040921028334034,"CHEY",0.666666666666667,0.999,NA,NA,0.404331370161741,1.16415321826935e-10,368912.251775267,0.0150725054271545,204,7,"SNETWORK (7 4786 368912.251775267 0.404331370161741 206 204)",0,NA,0.2,c(-596228.134280778, 2327243.21870162)
"207",4837,207,"Fall River","1.012","South Dakota",119158,0,959.03,9.94,0.04695044,437.97,405.31,1527989.53,0.056623,64,23.93,24.85,25.59,296,26,9.08961653,0.13763781,0,24.349,3,2,2,0.5,0.333333333333333,0.5,NA,1,4,NA,0,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011191879719023,"CHEY",0.666666666666667,0.999,NA,0.999,0.921196696972461,0,360233.569610924,0.00965886913936574,205,7,"SNETWORK (7 4837 360233.569610924 0.921196696972461 207 205)",0,NA,0.857142857142857,c(-596917.472893138, 2290996.63309769)
"208",4842,208,"Fall River","1.012","South Dakota",119584,0,1030.05,21.05,0.00882673,443.98,381.64,1529462.45,0.060135,70,24.32,25.25,26,297,26,8.70282868,0.13791895,0,24.349,3,1,4,NA,0.001,NA,NA,0,4,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016016850492201,"CHEY",0.999,0.999,NA,0.999,0.397091663351787,1.16415321826935e-10,365979.899431284,0.00965886913936574,206,7,"SNETWORK (7 4842 365979.899431284 0.397091663351787 208 206)",0,NA,0.999,c(-600421.257223277, 2292988.25787747)
"209",4844,209,"Fall River","1.012","South Dakota",120121,0,1054.25,7.63,0.00644589,443.05,349.57,1531168.19,0.065652,70,24.4,25.33,26.08,295,20,8.10262555,0.13773785,0,24.349,7,-4,-1,0.25,0.142857142857143,0.333333333333333,0.001,0,2,0,1,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.051979408812944,"CHEY",0.5,0.999,NA,0.999,0.215273822563486,1.16415321826935e-10,368818.387192497,0.00965886913936574,207,7,"SNETWORK (7 4844 368818.387192497 0.215273822563486 209 207)",0,NA,0.888888888888889,c(-602215.111003096, 2294900.30515519)
"210",4853,210,"Flynn Creek","1.012","South Dakota",127726,0,1440.89,19.35,0.018744,521.57,27.23,1558607.01,0,62,16.85,17.63,18.25,290,24,0.68992733,0.117379,0,18.707,4,-1,0,0.666666666666667,0.5,0.666666666666667,NA,0,1,0,1,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.032481626404202,"CHEY",0.666666666666667,NA,NA,NA,0.948341407965297,0,384802.706577084,0.0058718051207496,208,7,"SNETWORK (7 4853 384802.706577084 0.948341407965297 210 208)",0,NA,0.6,c(-599352.59275052, 2322805.90673534)
"211",4883,211,"Grizzly Bear Creek","1.012","South Dakota",133519,0,1380.76,50.02,0.02398561,560.13,26.95,1580224.4,0,59,14.04,14.76,15.33,289,22,0.70342204,0.11163694,0,13.081,5,-1,0,0.999,0.8,0.999,0.999,0,0,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000419321047966,"CHEY",0.999,0.999,NA,NA,0.503576363140686,0,377039.382724078,0.0104646809374475,209,7,"SNETWORK (7 4883 377039.382724078 0.503576363140686 211 209)",0,NA,0.2,c(-594990.171381251, 2343913.05076931)
"212",4945,212,"Rapid Creek","1.012","South Dakota",141385,0,981.57,16.53,0.00694953,463.61,1077.46,1605274.88,0.460249,64,19.24,20.06,20.72,311,13,30.399594,0.09414417,0,118.39,8,-5,-1,0.333333333333333,0.25,0.333333333333333,NA,1,1,NA,0,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.044807022475,"CHEY",0.333333333333333,0.999,NA,NA,0.256906721680682,0,341318.625167254,0.0389500518065379,210,7,"SNETWORK (7 4945 341318.625167254 0.256906721680682 212 210)",0,NA,0.777777777777778,c(-576269.559546514, 2365701.97678551)
"213",4946,213,"Rapid Creek","1.012","South Dakota",141387,0,971.13,10.05,0.00388113,455.97,1086.98,1605094.96,0.456216,61,19.44,20.27,20.93,310,14,30.74821169,0.09462328,0,118.39,9,-6,-4,0.333333333333333,0.333333333333333,0.333333333333333,NA,1,0,0,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002876171221546,"CHEY",0.4,0.999,0.001,0.001,0.544868514296152,0,339360.077819794,0.0389500518065379,211,7,"SNETWORK (7 4946 339360.077819794 0.544868514296152 213 211)",0,0.001,0.666666666666667,c(-574508.02471975, 2364983.74888875)
"214",4949,214,"Rapid Creek","1.012","South Dakota",140967,0,997.07,11.92,0.00380852,467.94,1055.47,1603835.18,0.468301,65,18.68,19.49,20.15,312,18,29.76932355,0.09340998,0,118.39,3,1,0,0.999,0.999,0.999,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04035276227029,"CHEY",0.999,0.999,NA,NA,0.656409977411963,0,344701.239697529,0.0389500518065379,212,7,"SNETWORK (7 4949 344701.239697529 0.656409977411963 214 212)",0,NA,0.25,c(-578817.988765247, 2364804.5013119)
"215",4953,215,"Rapid Creek","1.012","South Dakota",140491,0,1012.03,14.53,0.00377475,478.35,1007.68,1602374.54,0.48712,65,18.39,19.19,19.84,313,13,28.6407157,0.09232144,0,118.39,3,0,0,0.999,0.666666666666667,0.999,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015249958624933,"CHEY",0.999,0.999,NA,NA,0.977272103042348,0,347554.564738622,0.0389500518065379,213,7,"SNETWORK (7 4953 347554.564738622 0.977272103042348 215 213)",0,NA,0.5,c(-580713.984385312, 2363409.18348305)
"216",4956,216,"Rapid Creek","1.012","South Dakota",140285,0,1040.08,41.36,0.0071517,481.75,987.69,1601401.06,0.488049,64,16.92,17.69,18.32,315,14,28.17470884,0.09184024,0,37.268,4,-1,-1,0.5,0.75,0.5,NA,1,0,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003457380745361,"CHEY",0.5,0.999,NA,NA,0.595939321726463,0,349592.022746944,0.0389500518065379,214,7,"SNETWORK (7 4956 349592.022746944 0.595939321726463 216 214)",0,NA,0.25,c(-582455.174700876, 2363064.83436401)
"217",4957,217,"Rapid Creek","1.012","South Dakota",139931,0,1041.64,28.25,0.007287,485.78,969.3,1600306.56,0.497309,67,17.29,18.07,18.7,316,18,27.7302496,0.09144659,0,37.268,3,0,0,0.999,0.999,0.999,NA,1,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011247629117113,"CHEY",0.999,0.999,NA,NA,0.582857454339283,1.16415321826935e-10,350947.010791783,0.0389500518065379,215,7,"SNETWORK (7 4957 350947.010791783 0.582857454339283 217 215)",0,NA,0.001,c(-583461.96976019, 2362503.38754079)
"218",4971,218,"Rapid Creek","1.012","South Dakota",140185,0,1407.16,34.81,0.00085834,554.57,761.32,1601973.41,0.209832,72,14.79,15.52,16.11,309,17,22.30404271,0.08815218,0,26.638,4,0,0,0.999,0.999,0.999,NA,1,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011806504036256,"CHEY",0.999,0.999,NA,NA,0.35096630142602,1.16415321826935e-10,394866.87596205,0.0389500518065379,216,7,"SNETWORK (7 4971 394866.87596205 0.35096630142602 218 216)",0,NA,0.001,c(-603856.656402205, 2368224.37105093)
"219",5156,219,"Belle Fourche River","1.012","Wyoming",160654,0,1096.37,9.14,0.00084385,440.37,7344.12,1669592,0.43737,62,21.51,22.38,23.08,64,46,137.8940722,0.13736224,1,282.969,10,0,-1,0.5,0.5,0.5,0.5,1,5,1,0,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,0,1,1,NA,NA,NA,NA,0,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.045519546453313,"CHEY",0.75,0.999,0.001,NA,0.734468984401434,1.16415321826935e-10,561361.475750414,0.240725232576508,217,7,"SNETWORK (7 5156 561361.475750414 0.734468984401434 219 217)",0,0.001,0.666666666666667,c(-670940.952100622, 2451886.85919008)
"220",5180,220,"Belle Fourche River","1.012","Wyoming",152264,0,1170.84,5.65,0.00110996,468.05,6681.46,1646457,0.478445,70,23,23.9,24.62,60,57,124.9873271,0.1362896,1,282.969,4,5,4,0.5,0.5,0.5,NA,0,7,1,0,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.036364888032573,"CHEY",0.666666666666667,0.999,0.001,NA,0.327036217518105,1.16415321826935e-10,620838.994505729,0.240725232576508,218,7,"SNETWORK (7 5180 620838.994505729 0.327036217518105 220 218)",0,0.001,0.818181818181818,c(-688612.24777969, 2431415.79201839)
"221",5188,221,"Belle Fourche River","1.012","Wyoming",148950,0,1201.49,0.61,0.00134825,431.29,6226.15,1635119,0.508706,70,22.54,23.43,24.15,65,71,116.8728178,0.13583257,1,282.969,9,-4,-3,0.375,0.333333333333333,0.6,0.001,0,2,0,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.031943488926988,"CHEY",0.666666666666667,0.5,0.001,NA,0.0381272242776731,0,649254.489823261,0.240725232576508,219,7,"SNETWORK (7 5188 649254.489823261 0.0381272242776731 221 219)",0,0.001,0.727272727272727,c(-692867.687566435, 2421298.39298468)
"222",5205,222,"Belle Fourche River","1.012","Wyoming",141810,0,1262.78,4.21,0.00123588,367.1,3530.07,1608386,0.031359,63,20.14,20.98,21.66,61,25,69.43778744,0.14143712,0,158.507,6,-2,-3,0.2,0.166666666666667,0.333333333333333,0.001,0,3,0,0,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.039653383385736,"CHEY",0.333333333333333,0.999,0.001,NA,0.180984308443476,0,720772.292408342,0.206775929422827,220,7,"SNETWORK (7 5205 720772.292408342 0.180984308443476 222 220)",0,0.001,0.888888888888889,c(-713694.519305823, 2397941.94811746)
"223",5234,223,"Caballo Creek","101202","Wyoming",135765,0,1335.19,0,0.00199469,371.5,674.87,1585098,0.066546,52,18.96,19.78,20.44,427,18,12.21319442,0.14465703,0,14.625,3,-3,-2,0.001,0.001,0.001,0.001,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003432491556476,"CHEY",0.001,NA,NA,NA,0.550325423632933,1.16415321826935e-10,791445.387290993,0.206775929422827,221,7,"SNETWORK (7 5234 791445.387290993 0.550325423632933 223 221)",0,NA,0.999,c(-738505.788862763, 2379245.44148438)
"224",5238,224,"Inyan Kara Creek","1.012","Wyoming",147430,0,1213.7,2.16,0.00278097,426.9,875.06,1631450,0.054407,71,19.47,20.3,20.97,136,55,17.32633867,0.13466603,0,91.656,9,-5,-3,0.285714285714286,0.222222222222222,0.5,0.001,0,2,0,NA,1,NA,0,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,1,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02974110758689,"CHEY",0.5,0.5,0.001,NA,0.00278513738221686,0,656372.780115054,0.0339493031536812,222,7,"SNETWORK (7 5238 656372.780115054 0.00278513738221686 224 222)",0,0.001,0.818181818181818,c(-692368.767793961, 2417216.43243576)
"225",5238,225,"Inyan Kara Creek","101202","Wyoming",147430,0,1213.7,2.16,0.00278097,426.9,875.06,1631450,0.054407,71,19.47,20.3,20.97,428,29,17.32633867,0.13466603,0,91.656,9,-3,-3,0.333333333333333,0.444444444444444,0.25,0.5,1,2,1,0,1,NA,0,NA,1,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.049560853895957,"CHEY",0.666666666666667,0.999,NA,NA,0.0674827263668129,0,656744.099865629,0.0339493031536812,223,7,"SNETWORK (7 5238 656744.099865629 0.0674827263668129 225 223)",0,NA,0.636363636363636,c(-692242.296564374, 2417049.33059664)
"226",5260,226,"Inyan Kara Creek","1.012","Wyoming",142384,0,1415.72,3.92,0.00637468,462.63,244.04,1608964,0.002582,82,17.29,18.07,18.7,137,45,5.00735527,0.11396871,0,91.656,6,-2,-2,0.666666666666667,0.666666666666667,0.5,0.999,0,0,0,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.031722728482181,"CHEY",0.5,0.999,NA,NA,0.470696255612688,0,716726.092818229,0.0339493031536812,224,7,"SNETWORK (7 5260 716726.092818229 0.470696255612688 226 224)",0,NA,0.333333333333333,c(-671876.044478139, 2389926.86085753)
