SampleNum,GNIS_NAME,Month,Year,Gear,Database,Party,HUC6,STATE,OBSPRED_ID,FTYPE,WATERBODY,TAILWATER,ELEV,CANOPY,SLOPE,PRECIP,CUMDRAINAG,Y_COORD,NLCD11PC,GLACIER,BFI,Air_Aug,Flow_Aug,COMID,S1_93_11,S30_2040D,S32_2080D,RepeatID,TIME,HUC2,HUC4,Yrange,LATITUDE,LONGITUDE,F_MAUG_HIS,F_BFI_HIST,FireYear,DSbarrier,FRAG_NUM,Length_km,EB,LL,GR,ONC,TGT,SPK,WCT,CIS,LWF,RB,KOK,MWF,LT,LMB,SMB,BG,PUMP,GSUN,BLCR,WHCR,WBS,RKB,NRBDC,BMSH,CMSH,LSCH,RDSH,RTCH,LKCH,HHCH,GILA,SMMN,WSMN,BRMN,PLMN,WS_PLMN,STCH,FSDC,SFCH,NPDC,STR,GSH,EMSH,SPSH,SDSH,FHMN,FHCH,SPDC,LNDC,RSSH,CRCH,GDF,CARP,BLBH,YLBH,CCAT,SCAT,LING,DRUM,PKF,PTMN,GE,PF,IOWA,JDT,ODT,YP,SGR,WE,NP,RMCOT,COLCOT,BRSB,PSTRG,SSTRG,RCSU,LNSU,WSU,MTSU,PLSU,BSU,SMBUF,BMBUF,BHSU,BHxWSU,FMSU,FMxBHSU,FMxWSU,QBK,SHRH,GAM,GZS,HYBOG,RMCT,numSp,PU
25281,Musselshell River,4,2017,Drift Boat - Mobile anode | Drift Boat - Mobile anode | Drift Boat - Mobile anode | Drift Boat - Mobile anode,"Montana Fish, Wildlife & Parks","Olszewski, Ruggles, Radonski | Olszewski, Ruggles, Radonski | Olszewski, Ruggles, Radonski | Olszewski, Ruggles, Radonski",1.004,Montana,109356,StreamRiver,0,0,1411.48,23.86,0.0028,343.9418,1401.78,1819571,0.061,-9999,65,15.96,3.19,12617758,15.67,16.45,17.08,207,LATE,1,1,40,46.467465,-110.229002,71.44652722,0.46527777,0,0,107,14.848,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,UPMO
25247,Musselshell River,8,2000,Seine | Seine | Seine | Seine | Seine | Seine | Seine | Seine | Seine | Seine | Seine | Seine,"Montana Fish, Wildlife & Parks","Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne",1.004,Montana,168851,StreamRiver,0,0,771.95,0,0.00169826,327.437,19985.54,1883263,0.068,-9999,41,20.68,29.05,12723598,22.11,23.38,24.71,206,EARLY,1,1,11,46.946947,-107.915489,417.2866939,0.58492172,0,0,62,231.649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,UPMO
25265,Musselshell River,6,2010,0 | Multiple Methods | Multiple Methods | Multiple Methods | Multiple Methods | Multiple Methods | Multiple Methods | Multiple Methods | Multiple Methods | Multiple Methods | Multiple Methods,"Global Biodiversity Information Facility USGS Nonindigenous Aquatic Species database | Montana Fish, Wildlife & Parks","0 | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne",1.004,Montana,168851,StreamRiver,0,0,771.95,0,0.00169826,327.437,19985.54,1883263,0.068,-9999,41,20.68,29.05,12723598,22.11,23.38,24.71,206,LATE,1,1,11,46.945769,-107.916441,417.2866939,0.58492172,0,0,62,231.649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,UPMO
25244,Musselshell River,8,2000,Seine | Seine | Seine | Seine | Seine | Seine | Seine | Seine | Seine | Seine | Seine | Seine,"Montana Fish, Wildlife & Parks","Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne",1.004,Montana,188773,StreamRiver,0,0,685.88,0.5,8.47E-05,306.663,23153.39,1928511,0.062,-9999,40,20.68,29.05,12722144,22.6,23.88,25.23,205,EARLY,1,1,11,47.354631,-107.960703,439.9136445,0.59403885,2006,0,62,231.649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,UPMO
25262,Musselshell River,6,2010,Multiple Methods | Multiple Methods | Multiple Methods | Multiple Methods | Multiple Methods | Multiple Methods | Multiple Methods | Multiple Methods,"Montana Fish, Wildlife & Parks","Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne",1.004,Montana,188773,StreamRiver,0,0,685.88,0.5,8.47E-05,306.663,23153.39,1928511,0.062,-9999,40,20.68,29.05,12722144,22.6,23.88,25.23,205,LATE,1,1,11,47.354631,-107.960703,439.9136445,0.59403885,2006,0,62,231.649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,UPMO
25232,Musselshell River,9,1978,Crawdad - Mobile (throwable) anode | Crawdad - Mobile (throwable) anode | Crawdad - Mobile (throwable) anode | Crawdad - Mobile (throwable) anode | Crawdad - Mobile (throwable) anode | Crawdad - Mobile (throwable) anode | Crawdad - Mobile (throwable) ano,"Montana Fish, Wildlife & Parks","Wiedenheft, Bensel | Wiedenheft, Bensel | Wiedenheft, Bensel | Wiedenheft, Bensel | Wiedenheft, Bensel | Wiedenheft, Bensel | Wiedenheft, Bensel | Wiedenheft, Bensel | Wiedenheft, Bensel | Wiedenheft, Bensel | Wiedenheft, Bensel | Wiedenheft, Bensel",1.004,Montana,144337,StreamRiver,0,0,966.13,1.341463,0.00121367,338.304,10442.58,1824889,0.094,-9999,56,20.68,29.05,12607453,21.54,22.8,24.11,204,EARLY,1,1,42,46.446535,-108.512596,313.8399397,0.54053833,0,1,64,33.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,UPMO
25455,Musselshell River,10,2019,Drift Boat - Boom anodes | Drift Boat - Boom anodes | Drift Boat - Boom anodes | Drift Boat - Boom anodes | Drift Boat - Boom anodes,"Montana Fish, Wildlife & Parks","Olszewski, Radonski, Bailey, Giordano | Olszewski, Radonski, Bailey, Giordano | Olszewski, Radonski, Bailey, Giordano | Olszewski, Radonski, Bailey, Giordano | Olszewski, Radonski, Bailey, Giordano",1.004,Montana,144337,StreamRiver,0,0,966.13,1.341463,0.00121367,338.304,10442.58,1824889,0.094,-9999,56,20.68,29.05,12607453,21.54,22.8,24.11,204,LATE,1,1,42,46.446535,-108.512596,313.8399397,0.54053833,0,1,64,33.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,UPMO
25185,Muddy Creek,9,2004,0 | 0 | 0,Wyoming Game & Fish Dept | Wyoming Game & Fish Dept | WGFD(Gelwicks),0 | 0 | Gelwicks,1.404,Wyoming,230185,StreamRiver,0,0,2043.94,1.52,0.00355194,255.9,463.64,1246615,0.204985,-9999,55,17.78,1.35,3267052,16.5,17.54,18.33,201,EARLY,1,1.4,15,41.319457,-110.619814,13.55756797,0.28075416,0,0,236,79.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,8,GREEN
25014,Muddy Creek,6,2018,0,Wyoming Game & Fish Dept,0,1.404,Wyoming,230185,StreamRiver,0,0,2043.94,1.52,0.00355194,255.9,463.64,1246615,0.204985,-9999,55,17.78,1.35,3267052,16.5,17.54,18.33,201,LATE,1,1.4,15,41.31943,-110.619876,13.55756797,0.28075416,0,0,236,79.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,GREEN
25184,Muddy Creek,9,2004,0 | 0,Wyoming Game & Fish Dept | Wyoming Game & Fish Dept,0 | 0,1.404,Wyoming,230541,StreamRiver,0,0,2032.79,1.24,0.00393346,251.51,479.72,1248978,0.198118,-9999,55,17.78,1.35,3267032,16.55,17.59,18.38,200,EARLY,1,1.4,15,41.342418,-110.615695,13.82796065,0.28545391,0,0,236,79.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7,GREEN
25013,Muddy Creek,6,2018,0 | 0,Tiemann (UWyo) unpublished | Wyoming Game & Fish Dept,0 | 0,1.404,Wyoming,230541,StreamRiver,0,0,2032.79,1.24,0.00393346,251.51,479.72,1248978,0.198118,-9999,55,17.78,1.35,3267032,16.55,17.59,18.38,200,LATE,1,1.4,15,41.342418,-110.615695,13.82796065,0.28545391,0,0,236,79.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,GREEN
25170,Muddy Creek,9,2019,0 | 0 | 0 | 0,Tiemann (UWyo) unpublished | Wyoming Game & Fish Dept | Tiemann (UWyo) unpublished | Wyoming Game & Fish Dept,0 | 0 | 0 | 0,1.404,Wyoming,232406,StreamRiver,0,0,2001.28,7.24,0.00121904,231.38,593.35,1257916,0.160176,-9999,54,17.78,1.35,3266816,16.61,17.66,18.45,199,LATE,1,1.4,18,41.418074,-110.564075,15.47846402,0.31237278,0,0,236,79.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,GREEN
25163,Muddy Creek,10,2002,0,WGFD(Gelwicks),Gelwicks,1.404,Wyoming,232088,,0,0,2005.78,4.92,0.00169517,234.6,548.26,1257324,0.173349,-9999,54,17.78,1.35,3266844,16.65,17.7,18.49,199,EARLY,1,1.4,18,41.410841,-110.57477,14.88379399,0.30288198,0,0,236,79.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,GREEN
25063,Muddy Creek,0,1965,S,Kirk 2020,Baxter and Simon 1960's,1.019e,Wyoming,106610,StreamRiver,0,0,1609.29,2.65,0.00284858,370.99,319.52,1269358,0.019,-9999,67,17.78,1.35,17457195,18.97,20.08,20.92,198,EARLY,1,1.01,55,41.131589,-104.25381,2.70733593,0.24960401,0,0,162,30.723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,PLAT
25050,Muddy Creek,0,2019,E,Kirk 2020,WGFD Report 2019,1.019e,Wyoming,106610,StreamRiver,0,0,1609.29,2.65,0.00284858,370.99,319.52,1269358,0.019,-9999,67,17.78,1.35,17457195,18.97,20.08,20.92,198,LATE,1,1.01,55,41.132967,-104.260343,2.70733593,0.24960401,0,0,162,30.723,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,PLAT
25211,Muddy Creek,8,2006,0 | 0,Wyoming Game & Fish Dept | WGFD(Gelwicks),0 | Gelwicks,1.405e,Wyoming,226676,,0,0,2019.16,0,0.00206276,270.43,547.18,1272488,0.095728,-9999,61,17.78,1.35,18272614,18.77,19.88,20.71,197,LATE,1,1.4,30,41.422934,-107.770084,10.62424515,0.51307725,0,1,218,16.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,GREEN
25005,Muddy Creek,7,1977,| | |,Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodivers,Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter,1.405e,Wyoming,226673,,0,0,2026.42,0,0.00206276,270.43,547.18,1274088,0.095728,-9999,61,17.78,1.35,18272614,18.72,19.82,20.65,197,EARLY,1,1.4,30,41.436979,-107.756939,10.62424515,0.51307725,0,1,218,16.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,GREEN
24668,Madison River,3,2001,Drift Boat - Mobile anode | Drift Boat - Mobile anode | Drift Boat - Mobile anode | Drift Boat - Mobile anode | Drift Boat - Mobile anode | Drift Boat - Mobile anode | Drift Boat - Mobile anode | Drift Boat - Mobile anode,"Montana Fish, Wildlife & Parks",| | | | | | |,1.002e,Montana,116524,ArtificialPath,0,0,1350.25,7.89,0.00014,337.2884,5868.246,1721902,1.38,-9999,74,13.68,9.71,3053534,19.09,20.48,21.4,195,EARLY,1,1,16,45.622926,-111.550384,1066.586944,0.21372245,0,0,11,63.463,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,UPMO
24638,Madison River,3,2016,Drift Boat - Mobile anode | Drift Boat - Mobile anode | Drift Boat - Mobile anode | Drift Boat - Mobile anode | Drift Boat - Mobile anode | Drift Boat - Mobile anode | Drift Boat - Mobile anode | Drift Boat - Mobile anode | Drift Boat - Mobile anode | Dr,"Montana Fish, Wildlife & Parks","JH, GS, TL | TL, GS, TW | JH, GS, TL | TW, TL, GS | GS, TW, TL | TW, GS, TL | JH, GS, TL | TW, GS, TL | TW, GS, TL | TL, GS, SO",1.002e,Montana,116524,ArtificialPath,0,0,1350.25,7.89,0.00014,337.2884,5868.246,1721902,1.38,-9999,74,13.68,9.71,3053534,19.09,20.48,21.4,195,LATE,1,1,16,45.622926,-111.550384,1066.586944,0.21372245,0,0,11,63.463,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,UPMO
24441,Long Creek,8,2000,Backpack electrofishing unit | Backpack electrofishing unit | 0,Wyoming Game & Fish Dept,KJ SR CA TM | KJ SR CA TM | 0,1.018e,Wyoming,145413,StreamRiver,0,0,1976.09,1.56,0.00566391,302.26,267.96,1400412,0.002,-9999,58,17.78,1.35,15951366,15.38,16.39,17.16,194,EARLY,1,1.01,21,42.592422,-107.953685,0.26933286,0.37790019,0,0,220,16.932,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,PLAT
24204,Long Creek,4,2020,Backpack electrofishing unit | Backpack electrofishing unit | 0,Wyoming Game & Fish Dept,Gerrity | Gerrity | 0,1.018e,Wyoming,145412,,0,0,1976.16,3.7,0.00566391,302.26,267.96,1400741,0.002,-9999,58,17.78,1.35,15951366,15.33,16.34,17.11,194,LATE,1,1.01,21,42.592897,-107.95703,0.26933286,0.37790019,0,0,220,16.932,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,PLAT
24314,Lodgepole Creek,7,1987,| |,Global Biodiversity Information Facility University of Nebraska State Museum Fish Collection | Global Biodiversity Information Facility University of Nebraska State Museum Fish Collection | Global Biodiversity Information Facility University of Nebraska,"Bazata, K. | ID by: Maret, T. | Bazata, K. | ID by: Maret, T. | Bazata, K. | ID by: Maret, T.",1.019e,Nebraska,104365,StreamRiver,0,0,1138.36,13.25,0.00115095,467.88,8092.31,1285901,0.026,-9999,82,17.78,1.35,17450639,20.71,21.86,22.73,193,EARLY,1,1.01,25,41.113307,-102.534,254.722626,0.20505063,0,0,161,231.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,PLAT
24290,Lodgepole Creek,8,2011,| | |,Global Biodiversity Information Facility FHSM Fish Collection | Global Biodiversity Information Facility FHSM Fish Collection | Global Biodiversity Information Facility FHSM Fish Collection | Global Biodiversity Information Facility FHSM Fish Collection,NDEQ | NDEQ | NDEQ | NDEQ,1.019e,Nebraska,104369,,0,0,1137.42,10.46,0.00078744,466.86,8096.43,1285931,0.026,-9999,82,17.78,1.35,17450637,20.79,21.94,22.82,193,LATE,1,1.01,25,41.112752,-102.532982,254.8992831,0.20504273,0,0,161,231.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,PLAT
24233,Lone Tree Creek,0,1995,E,Kirk 2020,USGS DGR,1.019e,Colorado,116948,StreamRiver,0,0,1732.15,8.05,0.00630055,397.1,383.06,1237673,0.038532,-9999,61,18.13,7.11,2919701,17.07,17.92,18.5,192,EARLY,1,1.01,15,40.89936,-104.871515,1.64211843,0.60119045,0,1,164,43.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,PLAT
24231,Lone Tree Creek,0,2009,E,Kirk 2020,USGS DGR,1.019e,Colorado,116948,StreamRiver,0,0,1732.15,8.05,0.00630055,397.1,383.06,1237673,0.038532,-9999,61,18.13,7.11,2919701,17.07,17.92,18.5,192,LATE,1,1.01,15,40.89936,-104.871515,1.64211843,0.60119045,0,1,164,43.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,PLAT
24232,Lone Tree Creek,0,1997,E,Kirk 2020,Snigg 1999,1.019e,Wyoming,118180,StreamRiver,0,0,1919.21,0,0.01034125,394.7,115.92,1253965,0.013975,-9999,59,18.13,7.11,2913796,16.4,17.25,17.83,191,EARLY,1,1.01,22,41.051566,-104.938733,0.64466568,0.62160136,0,1,164,43.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,PLAT
24230,Lone Tree Creek,0,2018,E,Kirk 2020,WGFD Report 2018,1.019e,Wyoming,118179,StreamRiver,0,0,1927.34,0,0.01034125,394.7,115.92,1254557,0.013975,-9999,59,18.13,7.11,2913796,16.37,17.22,17.8,191,LATE,1,1.01,22,41.056469,-104.942003,0.64466568,0.62160136,0,1,164,43.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,PLAT
24113,Lodgepole Creek,0,2014,E/S,Kirk 2020,WGFD 2015 Report,1.019e,Wyoming,108908,StreamRiver,0,0,1653.97,0,0.00410517,391.95,1021.19,1278574,0.023,-9999,67,17.78,1.35,17456763,18.67,19.77,20.6,189,LATE,1,1.01,34,41.224544,-104.351542,9.20326527,0.24279958,0,1,163,99.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,PLAT
24097,Lodgepole Creek,4,1981,0 | 0 | | |,Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facili,"Collector(s): George T. Baxter, M. Stromberg, USGS Biological Survey Fort Collins | Collector(s): George T. Baxter, M. Stromberg, USGS Biological Survey Fort Collins | Collector(s): George T. Baxter, M. Stromberg, USGS Biological Survey Fort Collins | Co",1.019e,Wyoming,108909,StreamRiver,0,0,1651.01,0,0.00410517,391.95,1021.19,1278122,0.023,-9999,67,17.78,1.35,17456763,18.69,19.79,20.62,189,EARLY,1,1.01,34,41.220376,-104.344138,9.20326527,0.24279958,0,1,163,99.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,PLAT
24322,Lodgepole Creek,6,2020,0,Wyoming Game & Fish Dept,0,1.019e,Wyoming,109351,,0,0,1702.59,0,0.0035177,401.94,951.75,1278941,0.024,-9999,64,17.78,1.35,17457167,18.55,19.64,20.47,188,LATE,1,1.01,67,41.239752,-104.474779,8.7866836,0.23956622,0,1,163,99.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,PLAT
