"","GNIS_NAME.x","Month.x","Gear.x","Database.x","Party.x","RepeatID","F_MAUG_HIS.x","GNIS_NAME.y","Month.y","Gear.y","Database.y","Party.y","F_MAUG_HIS.y"
"196","Rawhide Creek",3,"0 | | | |","Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodivers","Collector(s): unknown | Collector(s): unknown | Collector(s): James R. Simon | Collector(s): James R. Simon | Collector(s): James R. Simon",260,13.17491493,"Rawhide Creek",0,"E","Kirk 2020","Gerrity 2009",15.54867367
"197","Rawhide Creek",3,"small seine | small seine | small seine | small seine | small seine | small seine | small seine | small seine | small seine | small seine","Global Biodiversity Information Facility University of Michigan Museum of Zoology, Division of Fishes | Global Biodiversity Information Facility University of Michigan Museum of Zoology, Division of Fishes | Global Biodiversity Information Facility Unive","JR Simon | JR Simon | JR Simon | JR Simon | JR Simon | JR Simon | JR Simon | JR Simon | JR Simon | JR Simon",259,5.89890532,"Rawhide Creek",0,"E | E/S","Kirk 2020 | Kirk 2020","Gerrity 2009 | Bear 2007",5.89890532
"198","Red Canyon Creek",10,"Backpack electrofishing unit | Backpack electrofishing unit | Backpack electrofishing unit | Backpack electrofishing unit | Backpack electrofishing unit | Backpack electrofishing unit | Backpack electrofishing unit | Backpack electrofishing unit | Backpa","Wyoming Game & Fish Dept","KJ JD AM | KJ JD AM | KJ JD AM | KJ JD AM | KJ JD AM | KJ JD AM | KJ JD AM | KJ JD AM | KJ JD AM | KJ JD AM | KJ JD AM | KJ JD AM | KJ JD AM | KJ JD AM | KJ JD AM | KJ JD AM | KJ JD AM | KJ JD AM | KJ JD AM | KJ JD AM | KJ JD AM | KJ JD AM | KJ JD AM | K",258,2.32838224,"Red Canyon Creek",6,"Backpack electrofishing unit | Backpack electrofishing unit | Backpack electrofishing unit | Backpack electrofishing unit | Backpack electrofishing unit | Backpack electrofishing unit | 0","Wyoming Game & Fish Dept","Gerrity | Gerrity | Gerrity | Gerrity | Gerrity | Gerrity | 0",2.32838224
"199","",9,"DC with VVP unit from shore | DC with VVP unit from shore | 0 | 0","Wyoming Game & Fish Dept","DJDTMCASRKJ | DJDTMCASRKJ | 0 | 0",257,111.153406,"",9,"Drifting watercraft and throwing electrodes | Drifting watercraft and throwing electrodes | Drifting watercraft and throwing electrodes | Drifting watercraft and throwing electrodes | Drifting watercraft and throwing electrodes | Drifting watercraft and","Wyoming Game & Fish Dept","JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW |",110.7743529
"200","",10,"RT | RT | RT | RT | RT | RT | RT | RT | RT | RT | RT | RT | RT | RT | RT | RT | RT | RT | RT | RT | RT | RT | RT | RT | RT | RT | RT | 0","Wyoming Game & Fish Dept","Laub | Laub | Laub | Laub | Laub | Laub | Laub | Laub | Laub | Laub | Laub | Laub | Laub | Laub | Laub | Laub | Laub | Laub | Laub | Laub | Laub | Laub | Laub | Laub | Laub | Laub | Laub | 0",256,0.22559013,"",9,"0","Wyoming Game & Fish Dept","0",0.22559013
"201","",9,"Jet Boat- Boom anodes | Jet Boat- Boom anodes | 0 | 0","Montana Fish, Wildlife & Parks","| | Unknown | Unknown",255,3827.932938,"",8,"Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0","Montana Fish, Wildlife & Parks","Radonski, Frazer, Ruggles | Giordano, Radonski, Barzen | Ruggles, Radonski, Roberts | Radonski, Frazer, Ruggles | Ruggles, Radonski, Roberts | Ruggles, Radonski, Roberts | Giordano, Radonski, Barzen | Unknown | Unknown | Unknown | Unknown | Unknown | Unk",3827.932938
"202","Pine Creek",7,"0 | 0","Wyoming Game & Fish Dept | WGFD(Gelwicks)","0 | Gelwicks",254,104.5007975,"Pine Creek",10,"0","Wyoming Game & Fish Dept","0",104.5007975
"203","",6,"0 | 0 | 0","Wyoming Game & Fish Dept | Wyoming Game & Fish Dept | WGFD(Gelwicks)","0 | 0 | Gelwicks",253,333.5011114,"",8,"0 | 0","Tiemann (UWyo) unpublished | Wyoming Game & Fish Dept","0 | 0",333.5011114
"204","",5,"Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes","Montana Fish, Wildlife & Parks","| | |",252,223.9342887,"",4,"Electrofishing | Electrofishing | Electrofishing | Electrofishing","Montana Fish, Wildlife & Parks","Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill",223.9415105
"205","",8,"Jet Boat- Boom anodes | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0","Montana Fish, Wildlife & Parks","| Unknown | Unknown | Unknown | Unknown | Unknown | Unknown | Unknown | Unknown",251,3842.161424,"",10,"Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes","Montana Fish, Wildlife & Parks","Olszewski, Ruggles, Radonski | Olszewski, Ruggles, Radonski | Olszewski, Ruggles, Radonski | Olszewski, Ruggles, Radonski | Olszewski, Ruggles, Radonski",3842.161424
"206","",8,"0","Lipsey 2001","0",250,0.03891439,"",6,"0","Wyoming Game & Fish Dept","0",0.03891439
"207","North Platte River",7,"0 | | | | | | | | | | |","Global Biodiversity Information Facility USGS Nonindigenous Aquatic Species database | Global Biodiversity Information Facility University of Nebraska State Museum Fish Collection | Global Biodiversity Information Facility University of Nebraska State Mu","0 | Lynch, J.D.; Ichthyology Class | Lynch, J.D.; Ichthyology Class | Lynch, J.D.; Ichthyology Class | Lynch, J.D.; Ichthyology Class | Lynch, J.D.; Ichthyology Class | Lynch, J.D.; Ichthyology Class | Lynch, J.D.; Ichthyology Class | Lynch, J.D.; Ichthy",249,1837.843475,"North Platte River",7,"| | | | | |","Global Biodiversity Information Facility AUM Fish Collection | Global Biodiversity Information Facility AUM Fish Collection | Global Biodiversity Information Facility AUM Fish Collection | Global Biodiversity Information Facility AUM Fish Collection | Gl","D.C. Werneke, C.K. Ray, M.M. Hayes | D.C. Werneke, C.K. Ray, M.M. Hayes | D.C. Werneke, C.K. Ray, M.M. Hayes | D.C. Werneke, C.K. Ray, M.M. Hayes | D.C. Werneke, C.K. Ray, M.M. Hayes | D.C. Werneke, C.K. Ray, M.M. Hayes | D.C. Werneke, C.K. Ray, M.M. Hay",1837.843475
"208","North Platte River",8,"| | | | |","Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodivers","Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter",248,1203.108889,"North Platte River",9,"0 | 0","Wyoming Game & Fish Dept | Wyoming Game & Fish Dept","0 | 0",1203.082809
"209","North Platte River",9,"cs & bag seine | cs & bag seine | cs & bag seine | cs & bag seine | cs & bag seine | cs & bag seine | cs & bag seine | cs & bag seine","Global Biodiversity Information Facility University of Michigan Museum of Zoology, Division of Fishes | Global Biodiversity Information Facility University of Michigan Museum of Zoology, Division of Fishes | Global Biodiversity Information Facility Unive","CL Hubbs & family | CL Hubbs & family | CL Hubbs & family | CL Hubbs & family | CL Hubbs & family | CL Hubbs & family | CL Hubbs & family | CL Hubbs & family",247,858.2070252,"North Platte River",7,"0 | 0 | 0 | 0","Wyoming Game & Fish Dept | Wyoming Game & Fish Dept | Wyoming Game & Fish Dept | Wyoming Game & Fish Dept","0 | 0 | 0 | 0",858.2070252
"210","North Platte River",7,"| | | | | | | | |","Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodivers","Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T.",246,1163.585415,"North Platte River",11,"0 | 0","Wyoming Game & Fish Dept | Wyoming Game & Fish Dept","0 | 0",1163.585415
"211","North Laramie River",0,"E/S","Kirk 2020","Patton 1998",245,19.50043439,"North Laramie River",0,"E/S","Kirk 2020","WGFD 2015 Report",19.50043439
"212","North Laramie River",0,"E","Kirk 2020","Meyer 1995",244,1.90433201,"North Laramie River",0,"E","Kirk 2020","Kirk 2019",1.90433201
"213","North Laramie River",0,"E","Kirk 2020","Lipsey 2001",243,15.31586552,"North Laramie River",0,"E","Kirk 2020","Bestgen 2013",15.31586552
"214","North Platte River",0,"E/S","Kirk 2020","Patton 1998",242,1236.120587,"North Platte River",4,"0 | 0","Wyoming Game & Fish Dept | Wyoming Game & Fish Dept","0 | 0",1236.120587
"215","North Laramie River",0,"E","Kirk 2020","Meyer 1995",241,6.06006814,"North Laramie River",0,"E","Kirk 2020","Kirk 2018",6.90969163
"216","North Fork Savery Creek",8,"0","WGFD(Gelwicks)","Gelwicks",240,3.00417147,"North Fork Savery Creek",6,"0","WGFD(Gelwicks)","Gelwicks",3.00417147
"217","North Fork Slate Creek",7,"0","WGFD(Gelwicks)","Gelwicks",239,1.60738818,"North Fork Slate Creek",8,"Backpack electrofisher | Backpack electrofisher | Backpack electrofisher","Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos)","Collector(s): M. Spencer; K. Blake | Collector(s): M. Spencer, K. Blake | Collector(s): M. Spencer, K. Blake",1.60738818
"218","North Fork Spanish Creek",8,"0 | Backpack shocking | Backpack shocking | Backpack shocking | Backpack shocking","Global Biodiversity Information Facility USGS Nonindigenous Aquatic Species database | Montana Fish, Wildlife & Parks","0 | Kruse, Carter | Kruse, Carter | Kruse, Carter | Kruse, Carter",238,3.14545671,"North Fork Spanish Creek",9,"0 | Backpack Electrofisher | Backpack Electrofisher | Backpack Electrofisher | Backpack Electrofisher | Backpack Electrofisher | Backpack Electrofisher | Backpack Electrofisher | Backpack Electrofisher","Global Biodiversity Information Facility USGS Nonindigenous Aquatic Species database | Montana Fish, Wildlife & Parks | Montana Fish, Wildlife & Parks","0 | C. Kruse, E. Leinonen | C. Kruse, E. Leinonen | C. Kruse, E. Leinonen | C. Kruse, E. Leinonen | C. Kruse, E. Leinonen | C. Kruse, E. Leinonen | C. Kruse, E. Leinonen | C. Kruse, E. Leinonen",3.14545671
"219","North Fork Spanish Creek",8,"0 | Backpack shocking | Backpack shocking | Backpack shocking","Global Biodiversity Information Facility USGS Nonindigenous Aquatic Species database | Montana Fish, Wildlife & Parks","0 | Kruse, Carter | Kruse, Carter | Kruse, Carter",237,6.03009861,"North Fork Spanish Creek",9,"0 | Backpack shocking | Backpack shocking | Backpack shocking | Backpack shocking","Global Biodiversity Information Facility USGS Nonindigenous Aquatic Species database | Montana Fish, Wildlife & Parks","0 | Kruse, Carter | Kruse, Carter | Kruse, Carter | Kruse, Carter",6.03009861
"220","North Fork McDonald Creek",7,"Seine | Seine | Seine | Seine | Seine","Montana Fish, Wildlife & Parks","Frank, Theresa | Frank, Theresa | Frank, Theresa | Frank, Theresa | Frank, Theresa",236,0.43831829,"North Fork McDonald Creek",7,"Unknown | Unknown | Unknown","Montana Fish, Wildlife & Parks","Allison Stringer | Allison Stringer | Allison Stringer",0.43831829
"221","North Fork Little Muddy Creek",7,"0 | 0 | 0","Wyoming Game & Fish Dept | Wyoming Game & Fish Dept | WGFD(Gelwicks)","0 | 0 | Gelwicks",235,1.77255922,"North Fork Little Muddy Creek",6,"0","Wyoming Game & Fish Dept","0",1.77255922
"222","North Fork Greenhorn Creek",9,"Backpack shocking | Backpack shocking | Backpack shocking | 0","Montana Fish, Wildlife & Parks | MT Natural Heritage Program","Oswald, Dick | Oswald, Dick | Oswald, Dick | FWP Fish Genetics Sampler",234,1.98499099,"North Fork Greenhorn Creek",8,"Backpack Electrofisher | Backpack Electrofisher | Backpack Electrofisher | Backpack Electrofisher","Montana Fish, Wildlife & Parks","Turner Enterprises Fisheries | Turner Enterprises Fisheries | Turner Enterprises Fisheries | Turner Enterprises Fisheries",1.53408164
"223","",4,"Crawdad - Mobile (throwable) anode | Crawdad - Mobile (throwable) anode | Crawdad - Mobile (throwable) anode | Crawdad - Mobile (throwable) anode | Crawdad - Mobile (throwable) anode | Crawdad - Mobile (throwable) anode | Boat shocking - mobile anode","Montana Fish, Wildlife & Parks | Montana Fish, Wildlife & Parks","Frazer, Vaughn, Nixdorf | Frazer, Vaughn, Nixdorf | Frazer, Vaughn, Nixdorf | Frazer, Vaughn, Nixdorf | Frazer, Vaughn, Nixdorf | Frazer, Vaughn, Nixdorf | Vaughn, Mike",233,185.7411582,"",4,"Drift Boat - Mobile anode | Drift Boat - Mobile anode | Drift Boat - Mobile anode | Drift Boat - Mobile anode | Drift Boat - Mobile anode","Montana Fish, Wildlife & Parks","Olszewski, Ruggles, Radonski | Olszewski, Ruggles, Radonski | Olszewski, Ruggles, Radonski | Olszewski, Ruggles, Radonski | Olszewski, Ruggles, Radonski",185.7411582
"224","",0,"E","Kirk 2020","Curry 2003",232,4.49715688,"",0,"E","Kirk 2020","WGFD Report 2018",4.49715688
"225","",0,"E","Kirk 2020","Curry 2003",231,4.18363689,"",0,"E","Kirk 2020","WGFD 2012 Report",4.11513262
"226","",0,"Seine","University of Wyoming Powder River dataset","G. Edwards",230,89.78209,"",0,"Seine","University of Wyoming Powder River dataset | University of Wyoming Powder River dataset","Edwards 2013 | Edwards 2013",89.78209
"227","",0,"Seine","University of Wyoming Powder River dataset","G. Edwards",229,200.5313241,"",0,"Seine","University of Wyoming Powder River dataset","Edwards 2013",200.5177952
"228","",0,"E","Kirk 2020","Snigg 1999",228,4.72996286,"",0,"E","Kirk 2020","WGFD Report 2018",4.49715688
"229","",0,"BEFBS","University of Wyoming Powder River dataset","PATTON",226,184.2826277,"",0,"Seine","University of Wyoming Powder River dataset","WGFD",184.1581272
"230","",0,"E","Kirk 2020","USGS DGR",225,1965.038719,"",4,"Trammel net | Trammel net | Trammel net | Trammel net | Trammel net | 0 | Trammel net | Trammel net | Trammel net | Trammel net | Trammel net | Trammel net | TL | 0 | TL | TL | TL | 0","Wyoming Game & Fish Dept | Wyoming Game & Fish Dept | Wyoming Game & Fish Dept","NH ES KC | NH ES KC | NH ES KC | NH ES KC | NH ES KC | 0 | NH ES KC | NH ES KC | NH ES KC | NH ES KC | NH ES KC | NH ES KC | NH ES KC | 0 | SHCACS | SHCACS | SHCACS | 0",1965.036664
"231","Nowood River",0,"E","Kirk 2020","WGFD Report",224,15.8495437,"Nowood River",0,"E","Kirk 2020","Bear 2009",15.8495437
"232","Nowood River",1,"Minnow seine | Minnow seine | Minnow seine | Minnow seine | Minnow seine","Wyoming Game & Fish Dept","T. Patton | T. Patton | T. Patton | T. Patton | T. Patton",223,175.162578,"Nowood River",0,"E","Kirk 2020","Bear 2009",172.7952305
"233","",0,"E | E | E | E","Kirk 2020 | Kirk 2020 | Kirk 2020 | Kirk 2020","CO Parks and Wildlife | CO Parks and Wildlife | CO Parks and Wildlife | CO Parks and Wildlife",222,2.07940385,"",0,"E | E | E | E","Kirk 2020 | Kirk 2020 | Kirk 2020 | Kirk 2020","CO Parks and Wildlife | CO Parks and Wildlife | CO Parks and Wildlife | CO Parks and Wildlife",2.07940385
"234","North Platte River",9,"0 | 0 | 0 | 0 | 0 | 0","Global Biodiversity Information Facility Bell Museum fishes | Global Biodiversity Information Facility Bell Museum fishes | Global Biodiversity Information Facility Bell Museum fishes | Global Biodiversity Information Facility Bell Museum fishes | Global","Gould, W.; White, R.; Dwyer, P. | Gould, W.; White, R.; Dwyer, P. | Gould, W.; White, R.; Dwyer, P. | Gould, W.; White, R.; Dwyer, P. | Gould, W.; White, R.; Dwyer, P. | Gould, W.; White, R.; Dwyer, P.",221,1245.157907,"North Platte River",3,"0","Wyoming Game & Fish Dept","0",1623.095285
"235","North Platte River",9,"| | |","Global Biodiversity Information Facility NMNH Extant Specimen Records | Global Biodiversity Information Facility NMNH Extant Specimen Records | Global Biodiversity Information Facility NMNH Extant Specimen Records | Global Biodiversity Information Facili","| | |",220,1163.585415,"North Platte River",10,"0 | 0","Wyoming Game & Fish Dept | Wyoming Game & Fish Dept","0 | 0",1163.585415
"236","North Platte River",10,"0 | | | | | | | | | | | 0","Global Biodiversity Information Facility University of Michigan Museum of Zoology, Division of Fishes | Global Biodiversity Information Facility University of Michigan Museum of Zoology, Division of Fishes | Global Biodiversity Information Facility Unive","JR Simon | JR Simon | JR Simon | JR Simon | JR Simon | JR Simon | JR Simon | JR Simon | JR Simon | JR Simon | JR Simon | JR Simon",219,1627.497349,"North Platte River",4,"0 | 0 | 0 | 0 | 0 | 0","Wyoming Game & Fish Dept | Wyoming Game & Fish Dept | Wyoming Game & Fish Dept | Wyoming Game & Fish Dept | Wyoming Game & Fish Dept | Wyoming Game & Fish Dept","0 | 0 | 0 | 0 | 0 | 0",1627.60157
"237","Missouri River",10,"Trammel nets | Trammel nets | Trammel nets | Trammel nets | Trammel nets | Trammel nets","Montana Fish, Wildlife & Parks","Baxter, Matt | Baxter, Matt | Baxter, Matt | Baxter, Matt | Baxter, Matt | Baxter, Matt",218,7782.849624,"Missouri River",4,"Trammel nets | Trammel nets | Trawl | Trammel nets | Trawl | Trawl | Trammel nets | Trawl | Trawl | Trammel nets | Trawl | Trawl | Trammel nets | Trawl | Trawl | Trammel nets | Trawl | Trammel nets | Trawl | Trammel nets | Trammel nets | Trawl | Trawl |","Montana Fish, Wildlife & Parks","Haddix, Tyler | Haddix, Tyler | Haddix, Tyler | Haddix, Tyler | Haddix, Tyler | Haddix, Tyler | Haddix, Tyler | Haddix, Tyler | Haddix, Tyler | Haddix, Tyler | Haddix, Tyler | Haddix, Tyler | Haddix, Tyler | Haddix, Tyler | Haddix, Tyler | Haddix, Tyler",7782.849624
"238","Missouri River",10,"Gill netting | Gill netting | Gill netting | Seine | Seine | Gill netting | Gill netting | Gill netting | Gill netting | Gill netting | Gill netting | Gill netting | Gill netting | Gill netting | Gill netting | Gill netting | Gill netting | Gill netting","Montana Fish, Wildlife & Parks","Baxter, Matt | Baxter, Matt | Baxter, Matt | Baxter, Matt | Baxter, Matt | Baxter, Matt | Baxter, Matt | Baxter, Matt | Baxter, Matt | Baxter, Matt | Baxter, Matt | Baxter, Matt | Baxter, Matt | Baxter, Matt | Baxter, Matt | Baxter, Matt | Baxter, Matt |",217,6431.306469,"Missouri River",5,"Trammel nets | Trammel nets | Trammel nets | Trawl","Montana Fish, Wildlife & Parks","Haddix, Tyler | Haddix, Tyler | Haddix, Tyler | Haddix, Tyler",6431.306469
"239","Missouri River",10,"Electrofishing | Electrofishing | Electrofishing | Electrofishing | Electrofishing | Electrofishing | Electrofishing | Electrofishing | Electrofishing | Electrofishing | Electrofishing | Electrofishing | Electrofishing | Electrofishing | Electrofishing |","Montana Fish, Wildlife & Parks","Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill",216,5821.633013,"Missouri River",8,"Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom","Montana Fish, Wildlife & Parks","BEATTIE/HOLMQUIST | BEATTIE/HOLMQUIST | BEATTIE/SCHILZ | BEATTIE/SCHILZ | BEATTIE/HOLMQUIST | BEATTIE/SCHILZ | BEATTIE/SCHILZ | BEATTIE/HOLMQUIST | BEATTIE/SCHILZ | BEATTIE/SCHILZ | BEATTIE/HOLMQUIST",5821.633013
"240","Missouri River",12,"| | | Boat shocking with boom | Boat shocking with boom | Boat shocking with boom | Boat shocking with boom | Boat shocking with boom","Global Biodiversity Information Facility USGS Nonindigenous Aquatic Species database | Global Biodiversity Information Facility USGS Nonindigenous Aquatic Species database | Global Biodiversity Information Facility USGS Nonindigenous Aquatic Species data","| | | | | | |",215,5852.656018,"Missouri River",9,"Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom","Montana Fish, Wildlife & Parks","HOLMQUIST/SCHILZ | BECKMAN/SCHILZ | HOLMQUIST/SCHILZ | BECKMAN/SCHILZ | HOLMQUIST/SCHILZ | HOLMQUIST/SCHILZ | BECKMAN/SCHILZ | BECKMAN/SCHILZ | HOLMQUIST/SCHILZ | BECKMAN/SCHILZ | BECKMAN/SCHILZ | HOLMQUIST/SCHILZ | HOLMQUIST/SCHILZ | BECKMAN/SCHILZ | BE",5852.656018
"241","Missouri River",7,"Trawl | Trawl | Trawl | Trawl | Trawl | Trawl | Trawl | Trawl | Trawl | Trawl","Montana Fish, Wildlife & Parks","Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill",214,5518.083054,"Missouri River",8,"Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes","Montana Fish, Wildlife & Parks","BECKMAN/SCHILZ | BECKMAN/SCHILZ | BEATTIE/SCHILZ | BEATTIE/SCHILZ | BECKMAN/SCHILZ | BEATTIE/SCHILZ | BECKMAN/SCHILZ | BECKMAN/SCHILZ | BECKMAN/SCHILZ | BEATTIE/SCHILZ",5518.083054
"242","Missouri River",8,"Trammel nets | Trammel nets | Gill netting | Trammel nets | Gill netting | Trammel nets","Montana Fish, Wildlife & Parks","Baxter, Matt | Baxter, Matt | Baxter, Matt | Baxter, Matt | Baxter, Matt | Baxter, Matt",213,7746.279644,"Missouri River",4,"Trammel nets | Trawl | Trammel nets | Trawl | Trammel nets | Trawl | Trawl | Trawl | Trammel nets | Trawl | Trawl | Trammel nets | Trammel nets | Trawl | Trammel nets | Trawl | Trawl | Trammel nets | Trawl | Trammel nets | Trawl | Trammel nets | Trawl |","Montana Fish, Wildlife & Parks","Haddix, Tyler | Haddix, Tyler | Haddix, Tyler | Haddix, Tyler | Haddix, Tyler | Haddix, Tyler | Haddix, Tyler | Haddix, Tyler | Haddix, Tyler | Haddix, Tyler | Haddix, Tyler | Haddix, Tyler | Haddix, Tyler | Haddix, Tyler | Haddix, Tyler | Haddix, Tyler",7746.279644
"243","Missouri River",5,"Gill netting | Gill netting | Gill netting | Gill netting | Gill netting | Gill netting | Gill netting","Montana Fish, Wildlife & Parks","Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill",212,5824.550261,"Missouri River",4,"Trammel nets | Trammel nets | Trammel nets | Trammel nets | Trammel nets | Trammel nets | Trammel nets | Trammel nets | Trammel nets | Trammel nets | Trammel nets | Trammel nets | Trammel nets","Montana Fish, Wildlife & Parks","Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill",5824.550261
"244","North Cottonwood Creek",8,"| | 0","Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | WGFD(Gelwicks)","Collector(s): unknown | Collector(s): unknown | Gelwicks",211,25.12477723,"North Cottonwood Creek",8,"0 | 0","Wyoming Game & Fish Dept | WGFD(Gelwicks)","0 | Gelwicks",25.12477723
"245","New Fork River",8,"seine | seine | seine","Global Biodiversity Information Facility University of Michigan Museum of Zoology, Division of Fishes | Global Biodiversity Information Facility University of Michigan Museum of Zoology, Division of Fishes | Global Biodiversity Information Facility Unive","ER Kuhne | ER Kuhne | ER Kuhne",210,62.07954078,"New Fork River",9,"0","WGFD(Gelwicks)","Gelwicks",63.07982644
"246","Musselshell River",10,"Crawdad - Mobile (throwable) anode | Crawdad - Mobile (throwable) anode | Crawdad - Mobile (throwable) anode | Crawdad - Mobile (throwable) anode","Montana Fish, Wildlife & Parks","Wiedenheft, Bensel | Wiedenheft, Bensel | Wiedenheft, Bensel | Wiedenheft, Bensel",209,187.2041079,"Musselshell River",9,"Seine | Seine | Seine | Seine | Seine | Seine | Seine","Montana Fish, Wildlife & Parks","Ostovar, Kayhan | Ostovar, Kayhan | Ostovar, Kayhan | Ostovar, Kayhan | Ostovar, Kayhan | Ostovar, Kayhan | Ostovar, Kayhan",187.2041079
"247","Musselshell River",10,"Crawdad - Mobile (throwable) anode | Crawdad - Mobile (throwable) anode | Crawdad - Mobile (throwable) anode","Montana Fish, Wildlife & Parks","Wiedenheft, Bensel | Wiedenheft, Bensel | Wiedenheft, Bensel",208,328.0616346,"Musselshell River",10,"Drift Boat - Boom anodes | Drift Boat - Boom anodes | Drift Boat - Boom anodes | Drift Boat - Boom anodes | Drift Boat - Boom anodes","Montana Fish, Wildlife & Parks","Bailey, Giordano, Olszewski, Radonski | Bailey, Giordano, Olszewski, Radonski | Bailey, Giordano, Olszewski, Radonski | Bailey, Giordano, Olszewski, Radonski | Bailey, Giordano, Olszewski, Radonski",328.0616346
"248","Musselshell River",8,"| | Crawdad - Mobile (throwable) anode | Crawdad - Mobile (throwable) anode | Crawdad - Mobile (throwable) anode | Crawdad - Mobile (throwable) anode | Crawdad - Mobile (throwable) anode","Global Biodiversity Information Facility USGS Nonindigenous Aquatic Species database | Global Biodiversity Information Facility USGS Nonindigenous Aquatic Species database | Montana Fish, Wildlife & Parks","| | | | | |",207,71.44652722,"Musselshell River",4,"Drift Boat - Mobile anode | Drift Boat - Mobile anode | Drift Boat - Mobile anode | Drift Boat - Mobile anode","Montana Fish, Wildlife & Parks","Olszewski, Ruggles, Radonski | Olszewski, Ruggles, Radonski | Olszewski, Ruggles, Radonski | Olszewski, Ruggles, Radonski",71.44652722
